mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M002075,21-06-1986,1986,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,4730,1,122.1,404,346,69,Success,,0,0,51.4,10866.80761
M002076,21-10-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,500,1,22.8,554,410,63.2,Success,,0,0,58.3,116600
M002077,14-04-1986,1986,1980s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Earth Observation,LEO,Earth Orbit,3835,1,228.6,569,239,61.2,Success,,0,0,290,75619.29596
M002078,20-09-1986,1986,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,1977,1,97.4,669,640,97.1,Success,,0,0,157.3,79564.99747
M002079,12-08-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,7034,1,313.8,549,525,32.5,Success,,0,0,146.3,20798.9764
M002080,26-10-1986,1986,1980s,United States,Falcon 9,SpaceX,70,22800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,2802,1,85.5,35786,35688,0,Success,,0,0,65.4,23340.47109
M002081,21-08-1986,1986,1980s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Navigation/GPS,LEO,MEO,785,1,27.5,467,247,67.9,Success,,0,0,185,235668.7898
M002082,29-12-1986,1986,1980s,New Zealand,Vostok,OKB-1,38,4730,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,2049,1,81.6,436,239,93.3,Success,,0,0,58.4,28501.70815
M002083,29-11-1986,1986,1980s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Military/Reconnaissance,LEO,LEO,1491,1,87.5,639,495,29.9,Success,,0,0,129,86519.11469
M002084,28-08-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,ISS Docking,ISS,9380,1,334.2,439,357,51.5,Launch Failure,7,1,0,89.6,9552.238806
M002085,09-08-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,2315,1,100.4,587,209,29.4,Success,,0,0,164.2,70928.7257
M002086,19-07-1986,1986,1980s,China,Zhuque-2,LandSpace,49,6000,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Military/Reconnaissance,SSO,SSO,2919,1,163.6,534,527,98.1,Success,,0,0,101.5,34772.18225
M002087,21-09-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,7080,2,194.1,499,434,43.9,Success,,0,0,148.8,21016.94915
M002088,04-02-1986,1986,1980s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,SSO,SSO,1845,1,77.5,530,518,98.2,Success,,0,0,88.2,47804.87805
M002089,22-05-1986,1986,1980s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Military/Reconnaissance,LEO,LEO,1982,1,72.6,590,547,93.6,Success,,0,0,139.5,70383.45106
M002090,29-11-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,5700,1,206.5,505,286,83.4,Success,,0,0,156.9,27526.31579
M002091,01-06-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,SSO,SSO,500,1,24.9,454,434,98,Success,,0,0,84.8,169600
M002092,14-07-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,334,1,13.4,575,481,93.5,Success,,0,0,153.9,460778.4431
M002093,15-12-1986,1986,1980s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,1209,1,58.9,35786,35705,0,Success,,0,0,129.2,106865.1778
M002094,07-09-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,LEO,LEO,3220,1,101.1,606,330,61.6,Success,,0,0,99.6,30931.67702
M002095,18-02-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,2428,1,93.1,588,398,82.4,Success,,0,0,142.7,58772.65239
M002096,16-11-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,SSO,SSO,302,1,16.6,549,546,97.5,Success,,0,0,94.1,311589.404
M002097,04-12-1986,1986,1980s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Technology Demo,LEO,LEO,1073,1,59.3,424,268,73.8,Success,,0,0,163.1,152003.7279
M002098,20-04-1986,1986,1980s,United States,Starship,SpaceX,120,150000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,GEO,GEO,590,1,34.9,35786,35774,0,Success,,0,0,35.4,60000
M002099,10-09-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,500,1,21.3,,,32.6,Success,90,3,0,152.9,305800
M002100,06-09-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,1586,1,74.3,35786,35643,0,Success,,0,0,196.8,124085.7503
M002101,11-07-1986,1986,1980s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,2566,3,68.8,35786,35650,0,Success,,0,0,196.2,76461.41855
M002102,22-01-1986,1986,1980s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Technology Demo,LEO,LEO,1064,1,37.5,363,325,68.3,Success,,0,0,162.4,152631.5789
M002103,20-11-1986,1986,1980s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Science/Astronomy,LEO,L2 Halo,6135,1,336.4,566,300,67.2,Success,,0,0,154.9,25248.57376
M002104,16-11-1986,1986,1980s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Human Spaceflight,ISS Docking,ISS,5567,1,245.8,544,379,51.9,Success,30,3,0,163.2,29315.60984
M002105,05-06-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,1318,1,46.9,491,416,30.7,Success,,0,0,110.8,84066.76783
M002106,18-10-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,566,1,16.1,608,292,67.2,Success,,0,0,199.3,352120.1413
M002107,10-11-1986,1986,1980s,Europe,Ariane 6,Arianespace,63,21650,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,1401,1,53.5,35786,35719,0,Success,,0,0,173.8,124054.247
M002108,13-09-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,929,1,54.3,411,403,47.3,Success,,0,0,51.5,55435.95264
M002109,14-10-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1646,1,47.6,626,350,73.5,Launch Failure,,0,0,166.6,101215.0668
M002110,18-01-1986,1986,1980s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Technology Demo,LEO,LEO,491,1,23.8,455,279,76.6,Success,,0,0,131.8,268431.7719
M002111,21-12-1986,1986,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,1731,1,98.4,407,342,78.4,Success,,0,0,198.2,114500.2889
M002112,11-07-1986,1986,1980s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,2300,3,66.6,35786,35739,0,Success,,0,0,102.4,44521.73913
M002113,09-11-1986,1986,1980s,United States,Falcon 9,SpaceX,70,22800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Lunar Orbit,8800,1,306.7,,,82.9,Success,1,1,0,71,8068.181818
M002114,15-11-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1323,1,78.5,561,287,50.7,Launch Failure,,0,0,115.7,87452.75888
M002115,12-05-1986,1986,1980s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Technology Demo,LEO,LEO,2053,1,104.9,592,567,67.8,Success,,0,0,225.5,109839.2596
M002116,19-02-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,21.2,489,483,99,Success,,0,0,67.1,134200
M002117,05-10-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,500,1,26.4,611,312,89.8,Mission Failure,,0,0,160.6,321200
M002118,22-09-1986,1986,1980s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,2432,1,136.6,35786,35648,0,Success,,0,0,73.5,30222.03947
M002119,12-05-1986,1986,1980s,Japan,H-IIA,JAXA/MHI,53,10000,0,Retired,Tanegashima Space Center,Japan,30.4,130.97,Military/Reconnaissance,SSO,SSO,4745,1,201.9,650,643,98.1,Success,,0,0,111.8,23561.64384
M002120,19-12-1986,1986,1980s,United States,Atlas V,ULA,59,18850,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Weather/Meteorology,GEO,GEO,1224,1,32.7,35786,35617,0,Success,,0,0,314,256535.9477
M002121,12-07-1986,1986,1980s,United States,Electron,Rocket Lab,18,300,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,241,1,11,35786,35695,0,Success,,0,0,8.1,33609.95851
M002122,13-09-1986,1986,1980s,United States,Neutron,Rocket Lab,40,13000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Weather/Meteorology,GEO,GEO,744,1,44.2,35786,35737,0,Success,,0,0,64.1,86155.91398
M002123,16-08-1986,1986,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,2391,2,133.5,593,576,98.5,Success,,0,0,90.2,37724.80134
M002124,01-09-1986,1986,1980s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Technology Demo,LEO,LEO,300,1,13.8,566,307,54.8,Success,,0,0,8,26666.66667
M002125,12-04-1986,1986,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,500,1,29.4,442,304,57.6,Success,,0,0,179.7,359400
M002126,17-03-1986,1986,1980s,Israel,Vostok,OKB-1,38,4730,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,HEO,3397,1,187.5,535,470,58.1,Success,,0,0,82.6,24315.57256
M002127,22-11-1987,1987,1980s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Science/Astronomy,LEO,HEO,1450,1,62.9,408,372,58.4,Success,,0,0,195.7,134965.5172
M002128,13-09-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,1402,1,69.9,427,238,60.7,Success,,0,0,114.5,81669.04422
M002129,28-09-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,GEO,GEO,2059,1,72.2,35786,35781,0,Success,,0,0,149.4,72559.4949
M002130,15-05-1987,1987,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,1202,1,53.5,35786,35762,0,Success,,0,0,195.2,162396.0067
M002131,08-01-1987,1987,1980s,China,Long March 2,CASC,43,8400,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Human Spaceflight,Lunar Transfer,Moon Surface,8400,1,365.2,,,55.8,Success,180,6,0,141.5,16845.2381
M002132,08-04-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,1407,1,53,35786,35710,0,Success,,0,0,94.9,67448.47193
M002133,31-05-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,1045,2,35.6,371,356,75,Success,,0,0,126.6,121148.3254
M002134,23-06-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,L2 Halo,1321,1,52.4,642,513,84.3,Success,,0,0,179.4,135806.2074
M002135,21-04-1987,1987,1980s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,LEO,LEO,2537,1,106.6,514,425,96,Success,,0,0,140.6,55419.78715
M002136,04-07-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Navigation/GPS,LEO,MEO,4135,1,200.1,400,204,71.3,Partial Failure,,0,0,192.7,46602.17654
M002137,02-01-1987,1987,1980s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,1450,1,65.9,377,323,38.3,Success,,0,0,165,113793.1034
M002138,10-04-1987,1987,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Technology Demo,LEO,LEO,519,1,21.3,499,448,54.4,Success,,0,0,74.3,143159.9229
M002139,13-06-1987,1987,1980s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Earth Observation,LEO,Earth Orbit,9267,1,289.8,402,379,45.2,Success,,0,0,206.4,22272.58012
M002140,30-12-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,2571,1,152.4,443,378,37.6,Success,,0,0,118.7,46168.80591
M002141,24-03-1987,1987,1980s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Navigation/GPS,LEO,MEO,1165,1,57.3,399,347,61.5,Success,,0,0,131.9,113218.8841
M002142,31-07-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,GEO,GEO,500,2,20.7,35786,35739,0,Success,,0,0,85.2,170400
M002143,16-02-1987,1987,1980s,United States,Titan IV,USAF,62,21680,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,1347,1,58.4,355,228,68.6,Success,,0,0,84.2,62509.27988
M002144,24-12-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,3031,1,158.5,473,447,97.4,Success,,0,0,154,50808.31409
M002145,19-09-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,25.9,643,629,97.1,Success,,0,0,146.9,293800
M002146,28-01-1987,1987,1980s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Technology Demo,LEO,LEO,1810,1,69.4,462,285,51.9,Success,,0,0,116.2,64198.89503
M002147,29-09-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,HEO,349,1,18.8,418,362,80.8,Success,,0,0,185.2,530659.0258
M002148,16-03-1987,1987,1980s,United States,New Glenn,Blue Origin,98,45000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Weather/Meteorology,SSO,SSO,975,1,53.5,526,515,98.9,Success,,0,0,141.3,144923.0769
M002149,17-05-1987,1987,1980s,Japan,H-IIA,JAXA/MHI,53,10000,0,Retired,Tanegashima Space Center,Japan,30.4,130.97,Earth Observation,LEO,Earth Orbit,481,1,13.6,609,477,88.2,Success,,0,0,172.5,358627.8586
M002150,12-12-1987,1987,1980s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Navigation/GPS,LEO,MEO,1870,1,76.6,525,212,74.7,Success,,0,0,118.2,63208.55615
M002151,28-03-1987,1987,1980s,United States,New Glenn,Blue Origin,98,45000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,2867,1,151.1,35786,35676,0,Success,,0,0,162.7,56749.21521
M002152,09-06-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,6666,1,195.8,,,7.4,Success,3,2,0,86,12901.29013
M002153,06-10-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1305,1,38,627,340,61.2,Success,,0,0,185.7,142298.8506
M002154,17-03-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,500,1,16.7,391,206,51.1,Success,3,2,0,73,146000
M002155,18-09-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,1966,1,89.5,470,253,83.1,Success,,0,0,105.2,53509.66429
M002156,01-11-1987,1987,1980s,China,Long March 2,CASC,43,8400,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,674,1,26.8,35786,35766,0,Success,,0,0,147.3,218545.9941
M002157,06-02-1987,1987,1980s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,2300,1,133.1,394,376,73.3,Success,,0,0,85.5,37173.91304
M002158,23-03-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,LEO,LEO,1156,1,31.9,620,373,39.2,Success,,0,0,139.5,120674.7405
M002159,30-08-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,469,1,11.8,35786,35727,0,Success,,0,0,105.2,224307.0362
M002160,03-05-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,SSO,SSO,3233,1,176.4,779,764,98.5,Launch Failure,,0,0,145,44849.98453
M002161,19-04-1987,1987,1980s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Military/Reconnaissance,SSO,SSO,2204,1,113,796,789,97.8,Success,,0,0,140.6,63793.10345
M002162,03-12-1987,1987,1980s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,2175,1,104,427,203,73.3,Success,,0,0,140.7,64689.65517
M002163,24-02-1987,1987,1980s,China,Long March 5,CASC,57,25000,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Human Spaceflight,ISS Docking,ISS,8301,1,314.2,605,526,51,Success,3,2,0,171,20599.92772
M002164,16-03-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,2331,1,78,584,578,98.8,Success,,0,0,153.4,65808.66581
M002165,07-10-1987,1987,1980s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Science/Astronomy,LEO,HEO,3772,1,155.1,589,509,60.4,Success,,0,0,106.2,28154.82503
M002166,14-04-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,LEO,LEO,8808,1,244.9,643,578,49.9,Success,180,6,0,185.2,21026.33969
M002167,23-07-1987,1987,1980s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,GEO,GEO,4565,1,147.2,35786,35626,0,Success,,0,0,325.2,71237.67798
M002168,17-11-1987,1987,1980s,Europe,Ariane 4,Arianespace,59,4900,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,638,1,18.4,602,393,66.7,Success,,0,0,51.2,80250.7837
M002169,10-12-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,500,1,15.5,,,80.3,Success,1,4,0,105.5,211000
M002170,22-10-1987,1987,1980s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Military/Reconnaissance,LEO,LEO,3703,1,197.1,480,368,90.9,Success,,0,0,133.8,36132.86524
M002171,16-08-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,993,2,25.5,502,486,98.2,Success,,0,0,180.1,181369.5871
M002172,22-10-1987,1987,1980s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,LEO,1355,1,50.6,534,269,33.6,Success,,0,0,181.2,133726.9373
M002173,10-09-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,500,2,27.1,35786,35620,0,Success,,0,0,192.3,384600
M002174,01-11-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,3475,1,92.7,380,264,80,Success,,0,0,191.4,55079.13669
M002175,26-02-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,Earth Orbit,500,1,15.9,467,447,60.6,Success,,0,0,99.3,198600
M002176,20-07-1987,1987,1980s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,GEO,GEO,500,1,13.2,35786,35726,0,Success,,0,0,170.7,341400
M002177,04-11-1987,1987,1980s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,1788,1,46,35786,35729,0,Success,,0,0,278.4,155704.698
M002178,15-02-1987,1987,1980s,New Zealand,Proton-K,Khrunichev,57,20700,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Military/Reconnaissance,GEO,GEO,608,1,17.9,35786,35770,0,Success,,0,0,80.4,132236.8421
M002179,22-07-1987,1987,1980s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Technology Demo,LEO,LEO,388,1,19.4,421,231,49.3,Success,,0,0,72.7,187371.134
M002180,27-07-1987,1987,1980s,United States,Space Shuttle,NASA,56,27500,1,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,2736,1,138.4,35786,35647,0,Success,,0,0,52.5,19188.59649
M002181,21-08-1987,1987,1980s,United States,New Glenn,Blue Origin,98,45000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,SSO,SSO,2383,2,96.9,620,600,98,Success,,0,0,159,66722.61855
M002182,09-07-1987,1987,1980s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Technology Demo,LEO,LEO,3007,1,90.5,351,271,33.3,Success,,0,0,106.2,35317.59228
M002183,27-04-1987,1987,1980s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Military/Reconnaissance,LEO,LEO,1450,1,76.7,527,387,92.6,Success,,0,0,121.9,84068.96552
